id	proba3	partage	sim_texte_tittre	nb_fakewords	ponctuation	topic_title_sim	proba2	proba1	sim_tfidf
2764	0.0198615	0	0.34010960500446624	14	0	0.347874014809	0.626922	0.353247	5
1182	0.0226277	0	0.2869756747313385	8	0	0.631257788068	0.636732	0.34067	0
2334	0.0136429	0	0.397558344897599	1	0	0.663047969912	0.394124	0.592263	2
2018	0.0176259	0	0.3806505426450187	3	0	0.513303270074	0.43939399999999995	0.54301	49
1265	0.00722866	0	0.40971490755419704	2	0	0.7758312324009999	0.0649822	0.9278190000000001	296
3350	0.00864205	0	0.3176031881777828	0	0	0.7225499684360001	0.220356	0.7710319999999999	33
676	0.0150101	0	-1.0	18	1	0.12169394791400001	0.903869	0.08115130000000001	0
2861	0.00587111	0	0.3865523589110189	0	0	0.663304491672	0.0533947	0.9407639999999999	10
2149	0.0176201	0	0.3320907993330192	49	0	0.109481557641	0.7707729999999999	0.21163600000000002	3
5284	0.015150499999999999	0	0.3012938985672382	16	0	0.360885457156	0.81003	0.17485	5
61	0.00618183	0	0.4013055623488351	0	0	0.722954740077	0.0616159	0.932232	1
5090	0.00849488	0	0.3470741310080867	1	0	0.659557927559	0.0465125	0.945023	105
3287	0.020369599999999998	0	0.3775137187954421	20	0	0.45885283011699995	0.605643	0.374017	20
2315	0.00633544	0	0.40866778055231096	1	0	0.733409401075	0.100063	0.893631	2
4796	0.018374500000000002	0	0.3059406853202412	19	0	0.324152291487	0.612155	0.369501	2
456	0.013356999999999999	0	0.3489489328483529	100	0	0.5453677744659999	0.790763	0.19591	3
894	0.0104738	0	0.2916950733719416	5	0	0.298767393081	0.901332	0.088224	42
347	0.018655599999999998	0	0.28071990579267514	41	1	0.5395181460840001	0.704233	0.27714099999999997	167
466	0.015403299999999998	0	0.3451305051993898	6	0	0.793832822352	0.5250020000000001	0.459625	0
4328	0.0187166	0	0.4191940952361101	4	0	0.743914790462	0.898128	0.08318539999999999	3
5059	0.0144129	0	0.2489022821369677	3	0	0.36486830505199996	0.408556	0.5770609999999999	0
3185	0.00608422	0	0.3716813860464571	1	0	0.609745759829	0.061427800000000005	0.9325180000000001	108
1979	0.00960626	0	0.3102440949426006	1	0	0.631393613311	0.30700700000000003	0.683417	3
1796	0.00901614	0	0.373185097283032	0	0	0.513775574605	0.0448368	0.946177	0
4318	0.013238499999999999	0	0.3611522905079613	36	0	0.606100504344	0.7955939999999999	0.191197	89
3281	0.0159914	0	0.2937719141824109	15	0	0.558788276032	0.8210040000000001	0.16303399999999998	30
4731	0.0103951	0	0.41364027679232457	1	0	0.7372620315639999	0.461733	0.5279020000000001	27
6018	0.00630925	0	0.3392936598803253	1	0	0.650186613418	0.122974	0.8707459999999999	0
323	0.00984834	0	0.2109518756985033	1	0	0.523225687965	0.32063	0.669552	16
3017	0.024126400000000003	0	0.2745615645073579	2	0	0.611351810595	0.498003	0.477901	0
4935	0.0152221	0	0.2669672416748257	8	0	0.653639253433	0.59435	0.39045799999999997	0
1423	0.00985578	0	0.27506219807088994	32	0	0.316184192494	0.374823	0.615351	5
1672	0.0211977	0	0.3034088829580765	2	0	0.461742545956	0.576775	0.402057	1
5153	0.015183000000000002	0	0.3870288709851681	0	0	0.39533164959	0.18375999999999998	0.801087	9
2464	0.0096446	0	0.4034583445444077	2	0	0.618107755833	0.24463400000000002	0.7457520000000001	52
555	0.00350827	0	0.403961925061278	1	0	0.726554849885	0.050063199999999995	0.946459	44
1798	0.0100071	0	0.386126240977684	0	0	0.8405340137649999	0.116454	0.873569	2
1662	0.0118885	0	0.35824295120212096	1	0	0.784607266813	0.210506	0.7776350000000001	49
628	0.018985	0	0.325661753707832	4	0	0.540800512259	0.624099	0.356946	122
2478	0.0038854	0	0.3396617452097887	0	0	0.403078040781	0.0315786	0.964566	1
1953	0.0104418	0	0.2586467487934392	1	0	0.356985976448	0.22247199999999998	0.767116	4
255	0.0152494	0	0.3950830597660909	2	0	0.854257031408	0.247292	0.7374890000000001	42
1369	0.00989053	0	0.3485838361003605	2	0	0.585422262735	0.193607	0.796532	22
5092	0.00962035	0	0.3723398580444777	1	0	0.766124585158	0.08832999999999999	0.9020799999999999	2
1826	0.0476144	0	0.3394596615245222	4	0	0.704378057086	0.528767	0.423649	3
2254	0.00876851	0	0.3833624837009649	1	0	0.742927090962	0.16710999999999998	0.824152	3
2174	0.010740799999999998	0	0.31769563676069745	26	0	0.127267336891	0.949234	0.0400552	26
493	0.0128514	0	-1.0	27	0	0.15138983861400002	0.666622	0.320556	15
1377	0.0145173	0	0.27482711983393365	1	0	0.7094652128360001	0.263776	0.721737	3
1080	0.0104909	0	0.35448933372688857	0	0	0.706841786145	0.253255	0.736284	1
371	0.0103655	0	0.38099035729962494	1	0	0.7273687886139999	0.191932	0.797733	3
5107	0.00691943	0	0.3545245953761884	1	0	0.616218809392	0.11561199999999999	0.877499	3
819	0.01876	0	0.2889016710713813	28	0	0.3159765872	0.652462	0.328808	5
5214	0.012499799999999998	0	0.2401984901309821	1	0	0.36070470573700003	0.620062	0.36746799999999996	6
2252	0.0226885	0	0.2601185797302466	1	0	0.42825136820500004	0.603466	0.37387600000000004	3
1511	0.00737237	0	0.34651087641511563	0	0	0.626952490245	0.0742426	0.918415	62
1342	0.023811000000000002	0	0.23640013971065926	20	0	0.330188668306	0.481889	0.49433	18
1050	0.0252935	0	0.4342035880391655	0	0	0.662780051075	0.11568599999999998	0.85905	5
1140	0.018088999999999997	0	0.3646928579053107	9	0	0.74081919089	0.71773	0.26421100000000003	69
4034	0.00977202	0	0.3557190404317545	16	0	0.46944119534699996	0.6238229999999999	0.366435	15
4037	0.00932494	0	0.3799172997610739	0	0	0.721580802365	0.132017	0.8586879999999999	0
4270	0.0140815	0	0.3982658382822225	3	0	0.6171913696	0.168748	0.8172	22
5309	0.00393127	0	0.4022401703264449	0	0	0.6236678547110001	0.0535946	0.9425040000000001	57
4299	0.00574566	0	0.3774887307552501	1	0	0.7006316461130001	0.05938380000000001	0.934901	9
3151	0.0163033	0	0.320450456705326	2	0	0.528605191791	0.470898	0.512829	7
4128	0.0194309	0	0.3681400628767839	2	0	0.823189725354	0.15645	0.824149	0
3857	0.0216202	0	0.247323865574424	11	0	0.339112057652	0.758468	0.219942	60
2217	0.00813473	0	0.3059360921238405	18	0	0.559492355274	0.875898	0.115998	7
923	0.00302087	0	0.3724553543893612	0	0	0.696921891343	0.025742599999999997	0.971267	2
6037	0.00629854	0	0.28964634606006057	0	0	0.625463460955	0.09167869999999999	0.9020530000000001	1
2717	0.00905319	0	0.40242961355550944	3	0	0.699361570141	0.287215	0.703762	0
1868	0.00759916	0	0.3479677192855075	0	0	0.758828135292	0.237213	0.7552180000000001	94
738	0.00696463	0	0.41163926052431377	0	0	0.7035759295300001	0.0731053	0.91996	2
1895	0.03479790000000001	0	0.3983816738370109	0	0	0.7237000678759999	0.6951729999999999	0.270059	183
202	0.0215687	0	0.22588442742586345	4	0	0.529616145565	0.81935	0.159111	0
2978	0.017661000000000003	0	0.2528290666614028	3	1	0.363903841647	0.8963180000000001	0.08605089999999999	1
5292	0.015515000000000001	0	0.2876943592005512	4	0	0.316051120443	0.86046	0.124055	2
761	0.00567558	0	0.15981313694511282	4	0	0.40672664178199996	0.06623129999999999	0.9281229999999999	33
4227	0.00283916	0	0.2961085440378683	0	0	0.587804654463	0.0392762	0.957915	22
271	0.00429324	0	0.3347192597583833	0	0	0.756586532039	0.0601803	0.9355559999999999	0
5320	0.013267900000000001	0	0.35873819407313623	1	0	0.555935913723	0.13535899999999998	0.851403	40
5311	0.021550599999999996	0	0.33536056629540234	6	0	0.441484245767	0.841247	0.137232	2
1573	0.0116508	0	0.2050395767444083	1	0	0.153829497097	0.281143	0.707236	3
322	0.015770600000000003	0	0.23201528202531616	8	0	0.0401076762065	0.862331	0.121928	0
2239	0.028441	0	0.40633899061419704	0	0	0.802674244867	0.267608	0.703982	1
1291	0.0143253	0	0.20655251498652066	15	0	0.17622176520799998	0.8857149999999999	0.0999895	41
1675	0.00319638	0	0.3471452276628397	2	0	0.817968894713	0.0462151	0.9506190000000001	1
1836	0.012905600000000001	0	0.3705316136381582	1	0	0.867091496623	0.186395	0.80073	1
1559	0.00733236	0	0.3610367721951349	0	0	0.57118004826	0.0774691	0.915228	15
3938	0.014241	0	0.3744762736996128	1	0	0.648349214232	0.0863273	0.8994620000000001	34
1425	0.014466899999999998	0	0.38129182857881455	72	0	0.516587135812	0.488544	0.49701899999999993	14
988	0.040668199999999995	0	0.4274852998114159	4	0	0.801069782064	0.46315200000000006	0.49621000000000004	0
3672	0.00439109	0	0.3147692881570203	1	0	0.409269138631	0.0414079	0.9542309999999999	42
994	0.00629848	0	0.3687046871004545	0	0	0.695578148582	0.101009	0.8927229999999999	30
1099	0.00479086	0	0.4183358218859471	1	0	0.699463948144	0.06642139999999999	0.928818	137
4686	0.015787	0	0.2806759854442724	1	0	0.496279366302	0.29441999999999996	0.689824	3
2463	0.00700326	0	0.3373490938199151	0	0	0.426478595484	0.101232	0.8917950000000001	52
4308	0.0128941	0	0.3448542763582085	6	0	0.642551677439	0.15399200000000002	0.833144	52
1186	0.0159993	0	0.3867753119365817	2	0	0.6792663662880001	0.2711	0.7129300000000001	3
3370	0.016524900000000002	0	-1.0	0	0	0.28838217467300004	0.29355	0.689956	13
1541	0.0157946	0	0.3288205583916737	8	0	0.605113658332	0.5405909999999999	0.44364499999999996	0
27	0.00909756	0	0.38516778797535695	4	0	0.656428219358	0.07564580000000001	0.9152870000000001	18
477	0.0079498	0	0.2599611248614493	8	0	0.339379694773	0.137472	0.854608	6
550	0.0198053	0	0.3442041264906145	4	0	0.624206350327	0.262927	0.717298	2
1134	0.00494128	0	0.3727828419852312	1	0	0.66728948105	0.053624	0.941465	2
2671	0.00186582	0	0.30171541711415545	0	0	0.549258366809	0.023021	0.975143	7
1283	0.017076499999999998	0	0.3872950952813644	1	0	0.7052289507260001	0.339553	0.6434	2
1197	0.020541999999999998	0	0.34609013108075043	0	0	0.742316856715	0.281971	0.697517	6
3300	0.00772465	0	0.37113832257355706	0	0	0.8763877469410001	0.10531099999999999	0.8869940000000001	0
4855	0.0159181	0	0.24743185856216354	1	0	0.423545100526	0.391797	0.5923149999999999	16
2154	0.0045205	0	0.3409856232229633	1	0	0.201536777756	0.0674976	0.9280120000000001	12
3595	0.00989012	0	0.3073515487933878	1	0	0.5659579836249999	0.548142	0.44199799999999995	4
4287	0.0234872	0	0.2347964584039001	2	0	0.400371761418	0.886067	0.09047589999999998	55
4677	0.00482523	0	0.35985623680007706	0	0	0.5586869308079999	0.0471764	0.9480280000000001	5
4640	0.0172104	0	0.23587541549916904	21	0	0.393728954563	0.683193	0.299626	1
1279	0.0124131	0	0.3958149666888217	28	0	0.48261276538099995	0.89792	0.0896971	3
391	0.024550799999999998	0	0.35923203886044425	0	0	0.6732779292319999	0.167139	0.80834	59
3819	0.00581835	0	0.405760025190085	0	0	0.787466627221	0.0400864	0.954125	74
3701	0.0267835	0	0.2121405144327856	3	0	0.39537935750299996	0.8914139999999999	0.0818324	2
1824	0.018140200000000002	0	0.4021198181834052	6	0	0.645569191408	0.29957	0.6823199999999999	1
1632	0.0214653	0	0.20688296319585425	3	1	0.08700877243239999	0.7838649999999999	0.194699	4
655	0.017480700000000002	0	0.3493688811090337	16	0	0.509331901368	0.818787	0.163762	60
1992	0.0080395	0	0.4316460129737548	1	0	0.6584279051349999	0.15348299999999998	0.838507	0
2843	0.023969400000000002	0	0.3130929489762272	2	0	0.627636882149	0.189057	0.787004	14
